method_name,method_class,c/r,smooth_r,avg_unc.(1se),#q<0.5,#q<0.1,q_min,q_small5,log-likeli,RMS,bias,tlog-l,100log-l,100RMS,100bias,l15,l20,bias50,Edyrs15,Edyrs20,EdyrsA,ncEdyrs,e100log-l,e100RMS,e100bias,el15,el20,ebias50,eEdyrs15,eEdyrs20,eEdyrsA,nceEdyrs
opt_clim_norm,42/3_ST_Fits,c,18.99716319219443,0.06108445410377795,52,17,0.0,2.873972333817888e-15,-1644.079057125025,0.08154531613034971,-0.02778010634938255,-379782.26219588076,-379907.9667998856,0.09940846122236725,-0.029297575685713027,3.6052449176930073,5.224295257054616,-0.023814970254898073,2.2083333333314386,2.291666666664696,2.1090856482203684,49.2,-164425.03157033774,0.10499249018923232,-0.03302200481194219,0.2572727635857782,3.5083024944171814,-0.0028161860242182256,2.8333333334835515,2.291666666664696,2.238224637754466,47.2
opt_clim_norm,42/3_ST_Fits,r,7.122297493604553,0.039793324060872576,42,13,0.0,4.1483973668334946e-19,-6.7062665064903655,0.04402713107484989,-0.0026033827427722257,-1549.1475629992744,-1827.8918950052444,0.059092364719913734,-0.003452582491768731,0.5721021652201226,7.346153421935023,-0.003611546754837036,0.0,0.0,0.0,0.0,-2177.0025981800272,0.06682521232583122,-0.0071770116179978895,1.2688332906798852,6.378869454381716,0.01738723747584281,0.0,0.0,0.0,0.0
etrend15y,42/3_ST_Fits,c,5.754784618214311,0.058805949168676326,5,2,0.0004212910568746008,0.49947892865825194,1.3874666034484096,0.05485026460872751,-0.005254971009570589,314.95491898278897,151.301389402816,0.042876654352964776,-0.006403787136078283,4.196263980344993,7.268704312572707,-0.004587550163269505,0.2916666668199923,0.20833333316477365,1.1041666666869123,26.0,133.7301033875408,0.05390926366967513,-0.010128216262307442,2.5433165420851207,5.04804691226708,0.01641123406741034,1.4583333334846884,0.4583333335012867,1.414855072448903,25.0
etrend15y,42/3_ST_Fits,r,0.9922601186432549,0.04743420981209776,0,0,0.9997527713063497,0.9997527713063497,2.0592531896217636,0.01921760883323974,0.0029150555478431083,457.15420809603154,184.90503187233384,0.013153596407209343,0.004064125583362919,7.719934381752477,10.948596540299025,0.0015121307688259224,0.0,0.0,0.0,0.0,174.54461864954055,0.024421485165674574,-0.0007041770776673189,7.317603340578805,10.596738366681045,0.023507681180261576,0.0,0.0,0.0,0.0
GAM_AR0,42/4_GAM_AR1,c,5.511992429125389,0.053093054569405204,0,0,0.5632399153448369,0.5632399153448369,1.5148212119205835,0.05537169722243103,-0.010656664357466532,321.1420969271637,165.78545240258563,0.03671343238675868,-0.011557621327887067,7.1088716836741925,7.432070790410204,-0.004736836292343005,0.6250000001530225,0.875000000167347,0.9513888889404901,24.0,136.29540412404933,0.05268527453268334,-0.015282050454116226,3.1068675740721936,3.250320741034738,0.01626194793833684,1.7916666668177186,1.5416666668334074,1.3749999999716376,23.0
GAM_AR0,42/4_GAM_AR1,r,0.05430828899064078,0.02292174379022915,0,0,0.9354679830839358,0.9354679830839358,2.487766841611944,0.019837381911691286,-0.0028906129497392494,574.6741404123591,229.21487261852695,0.0183186755354209,-0.0041600219156665424,17.822328979927615,15.509361889736702,-0.0044798405452847745,0.0,0.0,0.0,0.0,198.22921855005694,0.025897631392811146,-0.007884451041895701,9.314492696746326,16.665695676543216,0.016518943685395072,0.0,0.0,0.0,0.0
GAM_AR1,42/4_GAM_AR1,c,6.4376185017033025,0.05079589619694124,30,19,0.0029572925236802912,0.03801877761268076,1.1944808851531215,0.05728991634518645,-0.026414642847260576,253.22994765246176,151.42751852265962,0.04102243015616058,-0.02323435524665144,6.4312394162528035,6.043024179448164,-0.019257551311966003,0.37500000015347723,1.7083333334999224,0.8819444445146777,24.0,134.90971069976862,0.05426392760649174,-0.0269587843728806,4.700533016179572,3.613569432550538,0.001741232918713842,1.5416666668181733,2.375000000165983,1.2554347826073413,23.0
GAM_AR1,42/4_GAM_AR1,r,0.043444804617132675,0.030174112763037008,0,0,0.9700040937287264,0.9700040937287264,2.3094255959184786,0.02287213316651136,-0.0028982356317311447,533.4773126571686,213.8512070810979,0.020224431218300285,-0.003907917011846531,12.28670583154666,12.767383127632304,-0.0049812705011547335,0.0,0.0,0.0,0.0,196.30872662215825,0.02713052129283506,-0.00763234613807569,11.82461352483817,13.140360179070305,0.01601751372952511,0.0,0.0,0.0,0.0
cubic_spline,42/4_GAM_AR1,c,8.645815046647606,0.08614943417339233,7,0,0.39733650329192965,0.4032433426843682,1.0864634719336461,0.08257357769144474,-0.0007251541381669383,229.24379257799933,124.68562323379953,0.05360839262502453,0.00618431743542493,4.324138267650333,4.57619819587111,0.041990126222585564,0.5416666668199923,0.45833333316477365,1.3888888888271003,27.0,105.31758956689927,0.07387890705902654,0.0024598883091957718,2.519440692853691,5.0970383770988645,0.0629889104532654,1.7083333334846884,0.2083333335012867,1.8919082124995967,26.0
cubic_spline,42/4_GAM_AR1,r,0.037282065091656325,0.02925782148785815,125,40,0.024501742565782383,0.028096367076975652,1.3267769066080066,0.04357215428690723,-0.003866410392316883,306.48546542644954,170.00962321215167,0.032837131664458015,-0.009684464291553898,8.702032249397138,9.20940287961036,-0.009579995418579235,0.0,0.0,0.0,0.0,141.58335791238318,0.038586728714130804,-0.013408893417783056,14.988167447356313,13.979758836541889,0.011418788812100612,0.0,0.0,0.0,0.0
